show_id,type,title,release_year,rating,duration,listed_in, description 
1181661,Movie,The Rainmaker,1997,PG-13,136 min,Dramas, A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company. 
60011552,Movie,What's Eating Gilbert Grape,1993,PG-13,118 min,Classic Movies, In a backwater Iowa town  young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life. 
70044693,Movie,World Trade Center,2006,PG-13,129 min,Action & Adventure, Working under treacherous conditions  an army of dedicated rescuers struggles to find anyone who survived the World Trade Center's tragic collapse. 
70173046,Movie,Young Adult,2011,R,94 min,Comedies, When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby  she returns to her hometown to reconnect with her ex. 
70039187,Movie,Yours| Mine and Ours,2005,PG,88 min,Children & Family Movies, When a father of eight and a mother of 10 prepare to wed  the couple's children attempt to sabotage the union in this remake of a 1968 comedy. 
70044686,Movie,Zodiac,2007,R,158 min,Cult Movies, A political cartoonist  a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story. 
80989043,Movie,Puppy Star Christmas,2018,PG,91 min,Children & Family Movies, A new pack of Pup Star pooches stumbles upon a rival team’s plan to ruin Christmas  then ends up at the North Pole to try and save the holiday spirit. 
81021831,Movie,Sabrina,2018,TV-MA,114 min,Horror Movies, A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual. 
81021832,Movie,Target,2018,TV-14,91 min,Comedies, Trapped in an empty building  nine people are forced to play a lethal game. All their movements will be recorded  and only one player can survive. 
80239932,Movie,Trevor Noah: Son of Patricia,2018,TV-MA,64 min,Stand-Up Comedy," ""Daily Show"" host Trevor Noah touches on tacos  runaway snakes  camping  racism immunity and lessons he learned from his mother in this comedy special. "
81215856,Movie,100 Things to do Before High School,2014,TV-G,44 min,Movies, Led by seventh-grader C.J.  three students who have been warned about the dangers of high school decide to make the best of their middle-school years. 
81214223,Movie,A Fairly Odd Summer,2014,TV-G,68 min,Children & Family Movies, In this live-action adventure  the gang heads to Hawaii  where Timmy learns the source of all fairy magic is in dangerous hands. 
80027560,Movie,Big Time Movie,2012,TV-PG,68 min,Children & Family Movies, Big Time Rush heads to London for their first world tour  but when the boys' bags are switched  they get mixed up in a mission to save the world. 
70135899,Movie,Don't Be Afraid of the Dark,2010,R,99 min,Horror Movies, Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks. 
81215437,Movie,Escape from Mr. Lemoncello’s Library,2017,TV-G,69 min,Children & Family Movies, An eccentric game designer builds a library full of traps and tricks for a group of kids who score the chance to navigate his elaborate scavenger hunt. 
81215438,Movie,Hey Arnold! The Jungle Movie,2017,TV-PG,81 min,Children & Family Movies, When Arnold and his crew win a trip to San Lorenzo  their adventure in the wild forces them to take the same risky path as Arnold's missing parents. 
81214187,Movie,Jinxed,2013,TV-G,69 min,Children & Family Movies, After a century-old curse of bad luck  a determined teen embarks on a journey to break her family’s generational misfortune. 
80160987,Movie,LEGENDS OF THE HIDDEN TEMPLE,2016,TV-PG,68 min,Children & Family Movies, A trio of siblings gets trapped in a secret temple  where they must navigate a risky obstacle course to make it out. Inspired by the ‘90s game show. 
81215439,Movie,Liar| Liar| Vampire,2015,TV-PG,68 min,Children & Family Movies, When a shy teen transfers to a new school  he elects to mix things up by playing along with the rumor that he's a vampire. 
70178618,Movie,Shark Night,2011,PG-13,91 min,Horror Movies, A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks. 
70292700,Movie,The Boy Who Cried Werewolf,2010,TV-G,86 min,Children & Family Movies, When high school girl-geek Jordan becomes a werewolf after moving to Romania  she must elude her own brother  who sets out to slay her. 
81214214,Movie,The Massively Mixed-Up Middle School Mystery,2015,TV-G,40 min,Children & Family Movies, After the school principal gets pranked  a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse. 
81020531,Movie,Ana e Vitória,2018,TV-14,116 min,Comedies, After meeting by chance  two young musicians with differing views on love and life record an album that drastically alters their lives. 
80191051,Movie,ReMastered: Tricky Dick & The Man in Black,2018,TV-MA,59 min,Documentaries, This documentary chronicles Johnny Cash's 1970 visit to the White House  where Cash's emerging ideals clashed with Richard Nixon's policies. 
80242446,Movie,The Holiday Calendar,2018,TV-PG,95 min,Dramas, A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love. 
80085566,Movie,The Other Side of the Wind,2018,R,122 min,Dramas, On the last day of his life  a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles. 
80124722,Movie,They’ll Love Me When I’m Dead,2018,TV-MA,98 min,Documentaries, Actors  crew members and others who were there discuss the tumultuous creation of Orson Welles's final  unfinished film  “The Other Side of the Wind.” 
70243696,Movie,Thorne: Scaredy Cat,2010,NR,125 min,Dramas, Heading a new team whose aim is to crack the cases that leave others stumped  detective Tom Thorne finds himself on the hunt for two serial killers. 
70243692,Movie,Thorne: Sleepyhead,2010,NR,125 min,Dramas, Investigating a series of attacks on young women  detective Tom Thorne is dragged back into the nightmares of his past as he races to find a killer. 
81073633,Movie,Iliza Shlesinger: Unveiled,2019,TV-MA,78 min,Stand-Up Comedy, Here comes the bride  and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs. 
70230138,Movie,Donald Glover: Weirdo,2012,NR,65 min,Stand-Up Comedy," Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York  confessing his love for Cocoa Puffs and Toys ""R"" Us. "
70083532,Movie,The Pixar Story,2007,G,89 min,Documentaries, Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company. 
80177865,Movie,The Prison,2017,TV-MA,125 min,Action & Adventure, A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists. 
80117534,Movie,Colin Quinn: The New York Story,2016,TV-MA,62 min,Stand-Up Comedy," The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld. "
80115031,Movie,Divines,2016,TV-MA,107 min,Dramas, A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer. 
80029708,Movie,Sour Grapes,2016,NR,85 min,Documentaries, A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions. 
80079470,Movie,Naomi and Ely's No Kiss List,2015,NR,91 min,Comedies, Naomi and her gay best friend  Ely  have been inseparable since childhood  but their bond faces its biggest test yet when they fall for the same guy. 
70127998,Movie,Splatter,2009,TV-14,29 min,Horror Movies, After committing suicide  a washed-up rocker returns from the grave to torment the five people who betrayed him in life. 
80160759,Movie,A Christmas Prince,2017,TV-PG,92 min,Children & Family Movies, Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king. 
80209608,Movie,Jim & Andy: The Great Beyond - Featuring a Very Special| Contractually Obligated Mention of Tony Clifton,2017,TV-MA,94 min,Documentaries, Through the lens of his stunningly immersive performance as Andy Kaufman  Jim Carrey ponders the meaning of life  reality  identity and career. 
80182622,Movie,Krish Trish and Baltiboy: Face Your Fears,2017,TV-Y7,65 min,Children & Family Movies, In three tales about fear  a baby elephant gets captured by a circus  two boys enter a haunted house and a parrot faces his fear of flying. 
80175694,Movie,Mudbound,2017,R,135 min,Dramas, Two Mississippi families – one black  one white – confront the brutal realities of prejudice  farming and friendship in a divided World War II era. 
80016471,Movie,Santa Claws,2014,TV-PG,86 min,Children & Family Movies, When a gift sack full of kittens gives Santa a bad allergic reaction  the kitties have to take over and deliver the presents on time. 
70189289,Movie,Drive,2011,R,100 min,Action & Adventure, A Hollywood stuntman and getaway driver is lured from his isolated life by a lovely neighbor – until her violent husband is released from prison. 
81132624,Movie,Iron Sky: The Coming Race,2019,TV-MA,93 min,Action & Adventure, Decades after a nuclear war  survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead. 
80013267,Movie,Jeff Dunham: All Over the Map,2014,TV-14,84 min,Stand-Up Comedy, America's most beloved ventriloquist hits the road  bringing along all of his most popular pals  including Achmed  Peanut and Walter. 
80046819,Movie,Suffragette,2015,PG-13,107 min,Dramas, At the beginning of the 20th century  circumstances drive a young  idealistic suffragette to find radical approaches to fighting male oppression. 
70293315,Movie,The Green Inferno,2013,R,101 min,Horror Movies, Determined to save an Amazon tribe being squeezed by logging  a group of students finds nothing but trouble when their plane crashes in the jungle. 
80177400,Movie,Cam,2018,TV-MA,95 min,Independent Movies, After a look-alike takes over her account  a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity. 
